enabled,minimum_probability_residual,minimum_reversion_probability,trailing_giveback_fraction,trailing_activation_multiple,second_target_multiple,adverse_state_probability_move,minimum_runner_contracts,trades,scaled_reversions,full_reversion_exits,runner_target_exits,runner_trailing_exits,runner_state_exits,runner_settlements,full_settlements,fees,capital,pnl,roi
False,0.03,0.8,0.35,0.25,1.5,0.02,0.1,170,144,0,47,86,7,4,26,82.38000000000004,1745.8799999999999,-139.27229449418124,-0.07977197430188859
False,0.03,0.8,0.35,0.25,1.5,0.05,0.1,170,144,0,47,86,7,4,26,82.38000000000004,1745.8799999999999,-139.27229449418124,-0.07977197430188859
False,0.01,0.6,0.35,0.25,3.0,0.02,0.1,399,307,21,8,279,16,4,71,239.63,4120.949999999998,-344.88586019622795,-0.08369086259144812
False,0.01,0.6,0.35,0.25,2.0,0.02,0.1,399,307,21,37,250,16,4,71,239.64,4120.949999999998,-344.9468416420442,-0.08370566050110882
False,0.01,0.6,0.35,0.25,3.0,0.05,0.1,399,307,21,8,279,14,6,71,239.60999999999999,4120.949999999998,-345.04300272765914,-0.08372899518986139
False,0.01,0.6,0.35,0.25,2.0,0.05,0.1,399,307,21,37,250,14,6,71,239.61999999999998,4120.949999999998,-345.1039841734754,-0.0837437930995221
False,0.075,0.7,0.35,0.25,2.0,0.02,0.1,40,29,0,1,24,4,0,11,21.920000000000005,413.32000000000005,-34.67231990703659,-0.08388735097995884
False,0.075,0.7,0.35,0.25,2.0,0.05,0.1,40,29,0,1,24,4,0,11,21.920000000000005,413.32000000000005,-34.67231990703659,-0.08388735097995884
False,0.075,0.7,0.35,0.25,3.0,0.02,0.1,40,29,0,1,24,4,0,11,21.920000000000005,413.32000000000005,-34.67231990703659,-0.08388735097995884
False,0.075,0.7,0.35,0.25,3.0,0.05,0.1,40,29,0,1,24,4,0,11,21.920000000000005,413.32000000000005,-34.67231990703659,-0.08388735097995884
False,0.01,0.6,0.5,0.25,2.0,0.02,0.1,398,306,21,41,245,16,4,71,239.39999999999998,4110.809999999998,-345.46014221073756,-0.08403700054508424
False,0.01,0.6,0.5,0.25,2.0,0.05,0.1,398,306,21,41,245,14,6,71,239.37999999999997,4110.809999999998,-345.61728474216875,-0.08407522720392549
False,0.075,0.7,0.5,0.25,1.5,0.02,0.1,40,29,0,9,16,4,0,11,21.910000000000004,413.32000000000005,-34.75376439146642,-0.08408440044388468
False,0.075,0.7,0.5,0.25,1.5,0.05,0.1,40,29,0,9,16,4,0,11,21.910000000000004,413.32000000000005,-34.75376439146642,-0.08408440044388468
False,0.075,0.7,0.5,0.25,2.0,0.02,0.1,40,29,0,1,24,4,0,11,21.910000000000004,413.32000000000005,-34.75885065034626,-0.08409670630587984
False,0.075,0.7,0.5,0.25,2.0,0.05,0.1,40,29,0,1,24,4,0,11,21.910000000000004,413.32000000000005,-34.75885065034626,-0.08409670630587984
False,0.075,0.7,0.5,0.25,3.0,0.02,0.1,40,29,0,1,24,4,0,11,21.910000000000004,413.32000000000005,-34.75885065034626,-0.08409670630587984
False,0.075,0.7,0.5,0.25,3.0,0.05,0.1,40,29,0,1,24,4,0,11,21.910000000000004,413.32000000000005,-34.75885065034626,-0.08409670630587984
False,0.075,0.7,0.35,0.25,1.5,0.02,0.1,40,29,0,9,16,4,0,11,21.920000000000005,413.32000000000005,-34.764894938479316,-0.08411133005535495
False,0.075,0.7,0.35,0.25,1.5,0.05,0.1,40,29,0,9,16,4,0,11,21.920000000000005,413.32000000000005,-34.764894938479316,-0.08411133005535495
False,0.01,0.6,0.5,0.25,3.0,0.02,0.1,397,305,21,10,275,16,4,71,239.18999999999997,4100.709999999997,-345.0955085840187,-0.08415506304616004
False,0.01,0.6,0.5,0.25,3.0,0.05,0.1,397,305,21,10,276,13,6,71,239.16999999999996,4100.709999999997,-345.2526511154499,-0.08419338385680776
False,0.01,0.6,0.35,0.25,1.5,0.02,0.1,401,308,22,121,167,16,4,71,240.81,4141.609999999998,-349.6282303559896,-0.0844184339800198
False,0.01,0.6,0.35,0.25,1.5,0.05,0.1,401,308,22,121,167,14,6,71,240.79000000000002,4141.609999999998,-349.7853728874208,-0.08445637635784659
False,0.01,0.6,0.5,0.25,1.5,0.02,0.1,400,307,22,123,164,16,4,71,240.55,4131.469999999998,-349.735778733538,-0.08465165636771854
False,0.01,0.6,0.5,0.25,1.5,0.05,0.1,400,307,22,123,164,14,6,71,240.53,4131.469999999998,-349.8929212649692,-0.08468969186874631
False,0.01,0.5,0.35,0.25,3.0,0.02,0.1,407,313,19,8,284,17,4,75,253.31000000000006,4208.099999999999,-372.451125226117,-0.0885081450597935
False,0.01,0.5,0.35,0.25,2.0,0.02,0.1,407,313,19,38,254,17,4,75,253.32000000000005,4208.099999999999,-372.5121066719332,-0.0885226365038695
False,0.01,0.5,0.35,0.25,3.0,0.05,0.1,407,313,19,8,284,15,6,75,253.29000000000005,4208.099999999999,-372.60826775754816,-0.08854548792983727
False,0.01,0.5,0.35,0.25,2.0,0.05,0.1,407,313,19,38,254,15,6,75,253.30000000000004,4208.099999999999,-372.6692492033644,-0.08855997937391327
False,0.01,0.5,0.5,0.25,2.0,0.02,0.1,406,312,19,42,249,17,4,75,253.08000000000004,4197.96,-373.0254072406266,-0.08885873310861146
False,0.01,0.5,0.5,0.25,2.0,0.05,0.1,406,312,19,42,249,15,6,75,253.06000000000003,4197.96,-373.18254977205765,-0.0888961661788244
False,0.01,0.5,0.5,0.25,3.0,0.02,0.1,405,311,19,10,280,17,4,75,252.87000000000003,4187.859999999999,-372.6607736139076,-0.08898596744253813
False,0.01,0.5,0.5,0.25,3.0,0.05,0.1,405,311,19,10,281,14,6,75,252.85000000000002,4187.859999999999,-372.8179161453388,-0.08902349079132037
False,0.05,0.6,0.35,0.25,2.0,0.02,0.1,116,86,0,4,73,4,5,30,65.75000000000001,1199.5000000000005,-106.84569131938241,-0.08907519076230294
False,0.05,0.6,0.35,0.25,3.0,0.02,0.1,116,86,0,1,76,4,5,30,65.75000000000001,1199.5000000000005,-106.84569131938241,-0.08907519076230294
False,0.05,0.6,0.5,0.25,2.0,0.02,0.1,116,86,0,7,70,4,5,30,65.76,1199.5000000000005,-106.94512315873655,-0.08915808516776699
False,0.05,0.6,0.35,0.25,2.0,0.05,0.1,116,86,0,4,73,3,6,30,65.74000000000001,1199.5000000000005,-106.9568814698612,-0.08916788784481965
False,0.05,0.6,0.35,0.25,3.0,0.05,0.1,116,86,0,1,76,3,6,30,65.74000000000001,1199.5000000000005,-106.9568814698612,-0.08916788784481965
False,0.01,0.5,0.35,0.25,1.5,0.02,0.1,409,314,20,123,170,17,4,75,254.49000000000007,4228.759999999999,-377.19349538587875,-0.08919718673698172
False,0.05,0.6,0.5,0.25,3.0,0.02,0.1,116,86,0,2,75,4,5,30,65.76,1199.5000000000005,-106.99623592328683,-0.08920069689311112
False,0.01,0.5,0.35,0.25,1.5,0.05,0.1,409,314,20,123,170,15,6,75,254.47000000000006,4228.759999999999,-377.35063791730994,-0.08923434716496326
False,0.05,0.6,0.5,0.25,1.5,0.02,0.1,116,86,0,27,50,4,5,30,65.77000000000001,1199.5000000000005,-107.04652364342408,-0.08924262079485122
False,0.05,0.6,0.5,0.25,2.0,0.05,0.1,116,86,0,7,70,3,6,30,65.75000000000001,1199.5000000000005,-107.05631330921537,-0.08925078225028373
False,0.05,0.6,0.5,0.25,3.0,0.05,0.1,116,86,0,2,75,3,6,30,65.75000000000001,1199.5000000000005,-107.10742607376562,-0.08929339397562783
False,0.05,0.6,0.5,0.25,1.5,0.05,0.1,116,86,0,27,50,3,6,30,65.76,1199.5000000000005,-107.15771379390287,-0.08933531787736793
False,0.05,0.6,0.35,0.25,1.5,0.02,0.1,116,86,0,26,51,4,5,30,65.77000000000001,1199.5000000000005,-107.16849002127285,-0.08934430181014823
False,0.05,0.6,0.35,0.25,1.5,0.05,0.1,116,86,0,26,51,3,6,30,65.76,1199.5000000000005,-107.27968017175164,-0.08943699889266495
False,0.01,0.5,0.5,0.25,1.5,0.02,0.1,408,313,20,125,167,17,4,75,254.23000000000005,4218.62,-377.301043763427,-0.08943707747164405
False,0.01,0.5,0.5,0.25,1.5,0.05,0.1,408,313,20,125,167,15,6,75,254.21000000000006,4218.62,-377.4581862948582,-0.08947432721953108
False,0.03,0.6,0.35,0.25,3.0,0.02,0.1,221,173,0,6,153,8,6,48,127.19999999999993,2283.21,-221.7542307346762,-0.09712388730544988
False,0.03,0.6,0.5,0.25,3.0,0.02,0.1,221,173,0,8,150,9,6,48,127.20999999999992,2283.21,-221.83910226896026,-0.09716105932829668
False,0.03,0.6,0.35,0.25,3.0,0.05,0.1,221,173,0,6,153,7,7,48,127.18999999999993,2283.21,-221.86542088515503,-0.09717258635217743
False,0.03,0.6,0.5,0.25,3.0,0.05,0.1,221,173,0,8,151,7,7,48,127.19999999999992,2283.21,-221.95029241943902,-0.09720975837502421
False,0.03,0.6,0.35,0.25,2.0,0.02,0.1,221,173,0,14,145,8,6,48,127.20999999999994,2283.21,-222.00708604595278,-0.09723463283970935
False,0.03,0.6,0.5,0.25,2.0,0.02,0.1,221,173,0,17,142,8,6,48,127.21999999999991,2283.21,-222.04752006114788,-0.09725234212409191
False,0.03,0.6,0.5,0.25,1.5,0.02,0.1,221,173,0,63,96,8,6,48,127.24999999999993,2283.21,-222.09156402688708,-0.09727163249411447
False,0.03,0.6,0.35,0.25,2.0,0.05,0.1,221,173,0,14,145,7,7,48,127.19999999999993,2283.21,-222.1182761964316,-0.0972833318864369
False,0.03,0.6,0.5,0.25,2.0,0.05,0.1,221,173,0,17,142,7,7,48,127.20999999999991,2283.21,-222.15871021162664,-0.09730104117081943
False,0.03,0.6,0.5,0.25,1.5,0.05,0.1,221,173,0,63,96,7,7,48,127.23999999999992,2283.21,-222.2027541773659,-0.09732033154084202
False,0.03,0.6,0.35,0.25,1.5,0.02,0.1,221,173,0,61,98,8,6,48,127.24999999999994,2283.21,-222.26435393414758,-0.09734731099379715
False,0.03,0.6,0.35,0.25,1.5,0.05,0.1,221,173,0,61,98,7,7,48,127.23999999999994,2283.21,-222.3755440846264,-0.0973960100405247
False,0.03,0.5,0.35,0.25,3.0,0.02,0.1,233,176,0,6,154,10,6,57,139.6099999999999,2411.33,-257.4111838132724,-0.10675070762329186
False,0.03,0.5,0.35,0.25,3.0,0.05,0.1,233,176,0,6,154,9,7,57,139.5999999999999,2411.33,-257.5223739637512,-0.10679681916774195
False,0.03,0.5,0.5,0.25,3.0,0.02,0.1,233,176,0,8,151,11,6,57,139.6299999999999,2411.33,-257.62519973258304,-0.1068394619287211
False,0.03,0.5,0.35,0.25,2.0,0.02,0.1,233,176,0,14,146,10,6,57,139.61999999999992,2411.33,-257.6640391245489,-0.10685556897004926
False,0.03,0.5,0.5,0.25,3.0,0.05,0.1,233,176,0,8,152,9,7,57,139.6199999999999,2411.33,-257.73638988306186,-0.10688557347317118
False,0.03,0.5,0.35,0.25,2.0,0.05,0.1,233,176,0,14,146,9,7,57,139.6099999999999,2411.33,-257.7752292750277,-0.10690168051449934
False,0.03,0.5,0.5,0.25,2.0,0.02,0.1,233,176,0,17,143,10,6,57,139.6399999999999,2411.33,-257.83361752477066,-0.10692589464103655
False,0.03,0.5,0.5,0.25,1.5,0.02,0.1,233,176,0,64,96,10,6,57,139.6699999999999,2411.33,-257.8776614905099,-0.1069441600654037
False,0.03,0.5,0.35,0.25,1.5,0.02,0.1,233,176,0,61,99,10,6,57,139.6599999999999,2411.33,-257.9213070127437,-0.10696226025170495
False,0.03,0.5,0.5,0.25,2.0,0.05,0.1,233,176,0,17,143,9,7,57,139.62999999999988,2411.33,-257.9448076752494,-0.1069720061854866
False,0.03,0.5,0.5,0.25,1.5,0.05,0.1,233,176,0,64,96,9,7,57,139.6599999999999,2411.33,-257.98885164098874,-0.10699027160985379
False,0.03,0.5,0.35,0.25,1.5,0.05,0.1,233,176,0,61,99,9,7,57,139.64999999999992,2411.33,-258.0324971632225,-0.10700837179615504
False,0.1,0.7,0.5,0.25,1.5,0.02,0.1,12,7,0,2,4,1,0,5,5.619999999999999,123.91,-13.337241556904672,-0.10763652293523261
False,0.1,0.7,0.5,0.25,1.5,0.05,0.1,12,7,0,2,4,1,0,5,5.619999999999999,123.91,-13.337241556904672,-0.10763652293523261
False,0.1,0.7,0.5,0.25,2.0,0.02,0.1,12,7,0,0,6,1,0,5,5.619999999999999,123.91,-13.337241556904672,-0.10763652293523261
False,0.1,0.7,0.5,0.25,2.0,0.05,0.1,12,7,0,0,6,1,0,5,5.619999999999999,123.91,-13.337241556904672,-0.10763652293523261
False,0.1,0.7,0.5,0.25,3.0,0.02,0.1,12,7,0,0,6,1,0,5,5.619999999999999,123.91,-13.337241556904672,-0.10763652293523261
False,0.1,0.7,0.5,0.25,3.0,0.05,0.1,12,7,0,0,6,1,0,5,5.619999999999999,123.91,-13.337241556904672,-0.10763652293523261
False,0.1,0.7,0.35,0.25,1.5,0.02,0.1,12,7,0,2,4,1,0,5,5.629999999999999,123.91,-13.410460016005484,-0.10822742325886114
False,0.1,0.7,0.35,0.25,1.5,0.05,0.1,12,7,0,2,4,1,0,5,5.629999999999999,123.91,-13.410460016005484,-0.10822742325886114
False,0.1,0.7,0.35,0.25,2.0,0.02,0.1,12,7,0,0,6,1,0,5,5.629999999999999,123.91,-13.410460016005484,-0.10822742325886114
False,0.1,0.7,0.35,0.25,2.0,0.05,0.1,12,7,0,0,6,1,0,5,5.629999999999999,123.91,-13.410460016005484,-0.10822742325886114
False,0.1,0.7,0.35,0.25,3.0,0.02,0.1,12,7,0,0,6,1,0,5,5.629999999999999,123.91,-13.410460016005484,-0.10822742325886114
False,0.1,0.7,0.35,0.25,3.0,0.05,0.1,12,7,0,0,6,1,0,5,5.629999999999999,123.91,-13.410460016005484,-0.10822742325886114
False,0.05,0.5,0.35,0.25,2.0,0.02,0.1,129,89,0,4,74,6,5,40,77.08999999999999,1337.2699999999998,-148.10982042302186,-0.11075536011652239
False,0.05,0.5,0.35,0.25,3.0,0.02,0.1,129,89,0,1,77,6,5,40,77.08999999999999,1337.2699999999998,-148.10982042302186,-0.11075536011652239
False,0.05,0.5,0.35,0.25,2.0,0.05,0.1,129,89,0,4,74,5,6,40,77.07999999999998,1337.2699999999998,-148.22101057350062,-0.11083850723750675
False,0.05,0.5,0.35,0.25,3.0,0.05,0.1,129,89,0,1,77,5,6,40,77.07999999999998,1337.2699999999998,-148.22101057350062,-0.11083850723750675
False,0.05,0.5,0.5,0.25,2.0,0.02,0.1,129,89,0,7,71,6,5,40,77.11,1337.2699999999998,-148.33839664740273,-0.11092628762135004
False,0.05,0.5,0.5,0.25,3.0,0.02,0.1,129,89,0,2,76,6,5,40,77.11,1337.2699999999998,-148.38950941195301,-0.11096450934512331
False,0.05,0.5,0.35,0.25,1.5,0.02,0.1,129,89,0,26,52,6,5,40,77.11,1337.2699999999998,-148.43261912491224,-0.11099674644979118
False,0.05,0.5,0.5,0.25,1.5,0.02,0.1,129,89,0,27,51,6,5,40,77.12,1337.2699999999998,-148.43979713209023,-0.11100211410716629
False,0.05,0.5,0.5,0.25,2.0,0.05,0.1,129,89,0,7,71,5,6,40,77.1,1337.2699999999998,-148.44958679788155,-0.11100943474233445
False,0.05,0.5,0.5,0.25,3.0,0.05,0.1,129,89,0,2,76,5,6,40,77.1,1337.2699999999998,-148.5006995624318,-0.11104765646610769
False,0.05,0.5,0.35,0.25,1.5,0.05,0.1,129,89,0,26,52,5,6,40,77.1,1337.2699999999998,-148.54380927539103,-0.11107989357077558
False,0.05,0.5,0.5,0.25,1.5,0.05,0.1,129,89,0,27,51,5,6,40,77.11,1337.2699999999998,-148.55098728256903,-0.11108526122815067
False,0.075,0.6,0.35,0.25,2.0,0.02,0.1,58,37,0,1,30,5,1,21,33.61,601.3399999999999,-89.56135447180974,-0.14893629971698166
False,0.075,0.6,0.35,0.25,2.0,0.05,0.1,58,37,0,1,30,5,1,21,33.61,601.3399999999999,-89.56135447180974,-0.14893629971698166
False,0.075,0.6,0.35,0.25,3.0,0.02,0.1,58,37,0,1,30,5,1,21,33.61,601.3399999999999,-89.56135447180974,-0.14893629971698166
False,0.075,0.6,0.35,0.25,3.0,0.05,0.1,58,37,0,1,30,5,1,21,33.61,601.3399999999999,-89.56135447180974,-0.14893629971698166
False,0.075,0.6,0.5,0.25,1.5,0.02,0.1,58,37,0,10,21,5,1,21,33.6,601.3399999999999,-89.64279895623956,-0.14907173804543117
False,0.075,0.6,0.5,0.25,1.5,0.05,0.1,58,37,0,10,21,5,1,21,33.6,601.3399999999999,-89.64279895623956,-0.14907173804543117
False,0.075,0.6,0.5,0.25,2.0,0.02,0.1,58,37,0,1,30,5,1,21,33.6,601.3399999999999,-89.64788521511942,-0.14908019625356608
False,0.075,0.6,0.5,0.25,2.0,0.05,0.1,58,37,0,1,30,5,1,21,33.6,601.3399999999999,-89.64788521511942,-0.14908019625356608
False,0.075,0.6,0.5,0.25,3.0,0.02,0.1,58,37,0,1,30,5,1,21,33.6,601.3399999999999,-89.64788521511942,-0.14908019625356608
False,0.075,0.6,0.5,0.25,3.0,0.05,0.1,58,37,0,1,30,5,1,21,33.6,601.3399999999999,-89.64788521511942,-0.14908019625356608
False,0.075,0.6,0.35,0.25,1.5,0.02,0.1,58,37,0,10,21,5,1,21,33.61,601.3399999999999,-89.65392950325248,-0.14909024761907158
False,0.075,0.6,0.35,0.25,1.5,0.05,0.1,58,37,0,10,21,5,1,21,33.61,601.3399999999999,-89.65392950325248,-0.14909024761907158
False,0.075,0.5,0.35,0.25,2.0,0.02,0.1,73,41,0,1,33,6,1,32,44.900000000000006,759.3299999999999,-180.65347155571496,-0.2379116741808107
False,0.075,0.5,0.35,0.25,2.0,0.05,0.1,73,41,0,1,33,6,1,32,44.900000000000006,759.3299999999999,-180.65347155571496,-0.2379116741808107
False,0.075,0.5,0.35,0.25,3.0,0.02,0.1,73,41,0,1,33,6,1,32,44.900000000000006,759.3299999999999,-180.65347155571496,-0.2379116741808107
False,0.075,0.5,0.35,0.25,3.0,0.05,0.1,73,41,0,1,33,6,1,32,44.900000000000006,759.3299999999999,-180.65347155571496,-0.2379116741808107
False,0.075,0.5,0.5,0.25,1.5,0.02,0.1,73,41,0,10,24,6,1,32,44.89000000000001,759.3299999999999,-180.7349160401448,-0.23801893253281817
False,0.075,0.5,0.5,0.25,1.5,0.05,0.1,73,41,0,10,24,6,1,32,44.89000000000001,759.3299999999999,-180.7349160401448,-0.23801893253281817
False,0.075,0.5,0.5,0.25,2.0,0.02,0.1,73,41,0,1,33,6,1,32,44.89000000000001,759.3299999999999,-180.74000229902464,-0.23802563088383794
False,0.075,0.5,0.5,0.25,2.0,0.05,0.1,73,41,0,1,33,6,1,32,44.89000000000001,759.3299999999999,-180.74000229902464,-0.23802563088383794
False,0.075,0.5,0.5,0.25,3.0,0.02,0.1,73,41,0,1,33,6,1,32,44.89000000000001,759.3299999999999,-180.74000229902464,-0.23802563088383794
False,0.075,0.5,0.5,0.25,3.0,0.05,0.1,73,41,0,1,33,6,1,32,44.89000000000001,759.3299999999999,-180.74000229902464,-0.23802563088383794
False,0.075,0.5,0.35,0.25,1.5,0.02,0.1,73,41,0,10,24,6,1,32,44.900000000000006,759.3299999999999,-180.74604658715768,-0.2380335909119325
False,0.075,0.5,0.35,0.25,1.5,0.05,0.1,73,41,0,10,24,6,1,32,44.900000000000006,759.3299999999999,-180.74604658715768,-0.2380335909119325
False,0.1,0.6,0.5,0.25,1.5,0.02,0.1,24,11,0,3,6,1,1,13,11.770000000000001,248.77999999999997,-62.16681884263338,-0.24988672257670788
False,0.1,0.6,0.5,0.25,1.5,0.05,0.1,24,11,0,3,6,1,1,13,11.770000000000001,248.77999999999997,-62.16681884263338,-0.24988672257670788
False,0.1,0.6,0.5,0.25,2.0,0.02,0.1,24,11,0,0,9,1,1,13,11.770000000000001,248.77999999999997,-62.16681884263338,-0.24988672257670788
False,0.1,0.6,0.5,0.25,2.0,0.05,0.1,24,11,0,0,9,1,1,13,11.770000000000001,248.77999999999997,-62.16681884263338,-0.24988672257670788
False,0.1,0.6,0.5,0.25,3.0,0.02,0.1,24,11,0,0,9,1,1,13,11.770000000000001,248.77999999999997,-62.16681884263338,-0.24988672257670788
False,0.1,0.6,0.5,0.25,3.0,0.05,0.1,24,11,0,0,9,1,1,13,11.770000000000001,248.77999999999997,-62.16681884263338,-0.24988672257670788
False,0.1,0.6,0.35,0.25,1.5,0.02,0.1,24,11,0,3,6,1,1,13,11.780000000000001,248.77999999999997,-62.24003730173421,-0.2501810326462506
False,0.1,0.6,0.35,0.25,1.5,0.05,0.1,24,11,0,3,6,1,1,13,11.780000000000001,248.77999999999997,-62.24003730173421,-0.2501810326462506
False,0.1,0.6,0.35,0.25,2.0,0.02,0.1,24,11,0,0,9,1,1,13,11.780000000000001,248.77999999999997,-62.24003730173421,-0.2501810326462506
False,0.1,0.6,0.35,0.25,2.0,0.05,0.1,24,11,0,0,9,1,1,13,11.780000000000001,248.77999999999997,-62.24003730173421,-0.2501810326462506
False,0.1,0.6,0.35,0.25,3.0,0.02,0.1,24,11,0,0,9,1,1,13,11.780000000000001,248.77999999999997,-62.24003730173421,-0.2501810326462506
False,0.1,0.6,0.35,0.25,3.0,0.05,0.1,24,11,0,0,9,1,1,13,11.780000000000001,248.77999999999997,-62.24003730173421,-0.2501810326462506
False,0.1,0.5,0.5,0.25,1.5,0.02,0.1,37,15,0,3,9,2,1,22,20.770000000000003,385.19,-134.1573113887439,-0.34828866634321737
False,0.1,0.5,0.5,0.25,1.5,0.05,0.1,37,15,0,3,9,2,1,22,20.770000000000003,385.19,-134.1573113887439,-0.34828866634321737
False,0.1,0.5,0.5,0.25,2.0,0.02,0.1,37,15,0,0,12,2,1,22,20.770000000000003,385.19,-134.1573113887439,-0.34828866634321737
False,0.1,0.5,0.5,0.25,2.0,0.05,0.1,37,15,0,0,12,2,1,22,20.770000000000003,385.19,-134.1573113887439,-0.34828866634321737
False,0.1,0.5,0.5,0.25,3.0,0.02,0.1,37,15,0,0,12,2,1,22,20.770000000000003,385.19,-134.1573113887439,-0.34828866634321737
False,0.1,0.5,0.5,0.25,3.0,0.05,0.1,37,15,0,0,12,2,1,22,20.770000000000003,385.19,-134.1573113887439,-0.34828866634321737
False,0.1,0.5,0.35,0.25,1.5,0.02,0.1,37,15,0,3,9,2,1,22,20.78,385.19,-134.2305298478447,-0.34847875035137127
False,0.1,0.5,0.35,0.25,1.5,0.05,0.1,37,15,0,3,9,2,1,22,20.78,385.19,-134.2305298478447,-0.34847875035137127
False,0.1,0.5,0.35,0.25,2.0,0.02,0.1,37,15,0,0,12,2,1,22,20.78,385.19,-134.2305298478447,-0.34847875035137127
False,0.1,0.5,0.35,0.25,2.0,0.05,0.1,37,15,0,0,12,2,1,22,20.78,385.19,-134.2305298478447,-0.34847875035137127
False,0.1,0.5,0.35,0.25,3.0,0.02,0.1,37,15,0,0,12,2,1,22,20.78,385.19,-134.2305298478447,-0.34847875035137127
False,0.1,0.5,0.35,0.25,3.0,0.05,0.1,37,15,0,0,12,2,1,22,20.78,385.19,-134.2305298478447,-0.34847875035137127
