minimum_expected_pnl,minimum_probability_edge,side_filter,trades,yes_trades,no_trades,pnl,fees,capital,roi,fold_1_trades,fold_1_pnl,fold_1_roi,fold_2_trades,fold_2_pnl,fold_2_roi,fold_3_trades,fold_3_pnl,fold_3_roi,minimum_fold_trades,profitable_folds,worst_fold_roi
0.0,0.02,both,79,68,11,21.597083042446762,26.879999999999985,816.8800000000003,0.026438501423032456,27,1.92654300848152,0.00688813689614044,22,-8.286815635496751,-0.03646884493903424,30,27.95735566946199,0.09019665656685374,22,2,-0.03646884493903424
0.0,0.01,no,70,0,70,18.469829465780737,23.969999999999995,723.9700000000001,0.025511871300994148,26,3.526867104386918,0.013128600001440283,19,11.996194694706576,0.061120877845348635,25,2.946767666687232,0.011374846239045904,19,3,0.011374846239045904
0.25,0.02,no,66,0,66,16.481967922590282,21.35,681.3500000000001,0.02419016353209111,25,-27.939844092912516,-0.10834436207892242,18,27.147793975928504,0.14590881423158397,23,17.274018039574283,0.07276027985162496,18,2,-0.10834436207892242
0.0,0.075,yes,73,73,0,12.929919974650653,26.879999999999985,756.8800000000002,0.017083183562322496,25,19.2724258669392,0.07431049110059457,20,11.859081516539776,0.05700385270399815,28,-18.201587408828352,-0.06287466720380097,20,2,-0.06287466720380097
0.25,0.075,yes,73,73,0,12.929919974650653,26.879999999999985,756.8800000000002,0.017083183562322496,25,19.2724258669392,0.07431049110059457,20,11.859081516539776,0.05700385270399815,28,-18.201587408828352,-0.06287466720380097,20,2,-0.06287466720380097
0.5,0.075,yes,73,73,0,12.929919974650653,26.879999999999985,756.8800000000002,0.017083183562322496,25,19.2724258669392,0.07431049110059457,20,11.859081516539776,0.05700385270399815,28,-18.201587408828352,-0.06287466720380097,20,2,-0.06287466720380097
0.0,0.03,both,79,63,16,13.631035568590557,26.95999999999998,816.96,0.016685070956461216,27,-17.993591738132512,-0.06437087875409618,22,0.9457772824184367,0.00415890806217157,30,30.678850024304616,0.09895764797208119,22,2,-0.06437087875409618
0.25,0.03,both,79,63,16,13.601035568590556,26.98999999999998,816.99,0.01664773812236448,27,-17.993591738132512,-0.06437087875409618,22,0.9557772824184418,0.004203066325498865,30,30.63885002430461,0.0988158744252874,22,2,-0.06437087875409618
0.0,0.05,both,79,62,17,12.31736264294977,26.78999999999999,816.7900000000001,0.015080207449833823,27,-1.8999342807059572,-0.006800781331946726,22,-26.074270587023197,-0.11477361821913548,30,40.29156751067892,0.12987225216180673,22,1,-0.11477361821913548
0.25,0.05,both,79,62,17,12.31736264294977,26.78999999999999,816.7900000000001,0.015080207449833823,27,-1.8999342807059572,-0.006800781331946726,22,-26.074270587023197,-0.11477361821913548,30,40.29156751067892,0.12987225216180673,22,1,-0.11477361821913548
0.0,0.02,no,67,0,67,10.415726901678152,21.96,691.96,0.015052498557254974,25,-24.144671357151545,-0.09363843846093288,19,11.786194694706577,0.05998674009928022,23,22.774203564123123,0.09583892422725716,19,2,-0.09363843846093288
0.5,0.05,both,79,62,17,12.22736264294978,26.87999999999999,816.8800000000001,0.014968370682290885,27,-1.9899342807059535,-0.007120640809797299,22,-26.074270587023197,-0.11477361821913548,30,40.29156751067892,0.12987225216180673,22,1,-0.11477361821913548
0.5,0.01,no,66,0,66,9.430222908567387,23.639999999999997,683.6400000000003,0.013794135668725328,23,-13.834295608721872,-0.05820310323834352,19,14.964835453084437,0.07611431490302852,24,8.299683064204842,0.033286608904326796,19,2,-0.05820310323834352
1.0,0.01,yes,74,74,0,9.531196188400736,28.26999999999998,768.2700000000002,0.012406050201622781,26,8.67239737028666,0.03212355954471482,21,-7.218177170718899,-0.033045722523091604,27,8.076975988832904,0.028859741983181125,21,2,-0.033045722523091604
1.0,0.02,yes,74,74,0,9.531196188400736,28.26999999999998,768.2700000000002,0.012406050201622781,26,8.67239737028666,0.03212355954471482,21,-7.218177170718899,-0.033045722523091604,27,8.076975988832904,0.028859741983181125,21,2,-0.033045722523091604
1.0,0.03,yes,74,74,0,9.521196188400717,28.27999999999998,768.2800000000002,0.012392872635498405,26,8.67239737028666,0.03212355954471482,21,-7.228177170718904,-0.03308998887895488,27,8.076975988832904,0.028859741983181125,21,2,-0.03308998887895488
1.0,0.04,yes,74,74,0,9.521196188400717,28.279999999999976,768.2800000000002,0.012392872635498405,26,8.652397370286657,0.032047103115991904,21,-7.208177170718901,-0.033001452113903956,27,8.076975988832904,0.028859741983181125,21,2,-0.033001452113903956
0.0,0.075,both,77,60,17,9.612602693545442,26.069999999999986,796.0700000000005,0.012075072158912452,27,-23.490124458971184,-0.08418795949742378,21,-13.257361060491004,-0.06107975609532829,29,46.36008821300764,0.1545336273766921,21,1,-0.08418795949742378
0.25,0.075,both,77,60,17,9.612602693545442,26.069999999999986,796.0700000000005,0.012075072158912452,27,-23.490124458971184,-0.08418795949742378,21,-13.257361060491004,-0.06107975609532829,29,46.36008821300764,0.1545336273766921,21,1,-0.08418795949742378
0.5,0.075,both,77,60,17,9.612602693545442,26.069999999999986,796.0700000000005,0.012075072158912452,27,-23.490124458971184,-0.08418795949742378,21,-13.257361060491004,-0.06107975609532829,29,46.36008821300764,0.1545336273766921,21,1,-0.08418795949742378
1.0,0.02,both,78,59,19,9.701123090221403,28.039999999999985,808.0400000000003,0.012005746114327755,27,-60.899300242445435,-0.21760630401788544,21,-29.260376933506894,-0.13472869018098765,30,99.86080026617374,0.32109582079155535,21,1,-0.21760630401788544
1.0,0.03,both,78,59,19,9.701123090221403,28.039999999999985,808.0400000000003,0.012005746114327755,27,-60.899300242445435,-0.21760630401788544,21,-29.260376933506894,-0.13472869018098765,30,99.86080026617374,0.32109582079155535,21,1,-0.21760630401788544
1.0,0.04,both,78,59,19,9.701123090221403,28.039999999999985,808.0400000000003,0.012005746114327755,27,-60.899300242445435,-0.21760630401788544,21,-29.260376933506894,-0.13472869018098765,30,99.86080026617374,0.32109582079155535,21,1,-0.21760630401788544
1.5,0.075,yes,55,55,0,5.392991107454403,25.92999999999999,575.9300000000001,0.00936396976621187,19,1.6058411728609059,0.008065500617081398,16,0.5942457953961231,0.0035481597527831565,20,3.1929041391973563,0.015251512487209722,16,3,0.0035481597527831565
0.25,0.01,both,79,63,16,7.1675290750840635,26.929999999999982,816.93,0.008773737131803292,27,-17.993591738132512,-0.06437087875409618,22,-5.47772921108805,-0.024094876445359594,30,30.63885002430461,0.0988158744252874,22,1,-0.06437087875409618
0.25,0.02,both,79,63,16,7.1675290750840635,26.929999999999982,816.93,0.008773737131803292,27,-17.993591738132512,-0.06437087875409618,22,-5.47772921108805,-0.024094876445359594,30,30.63885002430461,0.0988158744252874,22,1,-0.06437087875409618
1.0,0.05,yes,74,74,0,3.6750132243593274,28.33999999999998,768.3400000000001,0.004783055970480942,26,-5.750679552790267,-0.021301179956255384,21,-8.499704264314953,-0.03890380933868067,27,17.925397041464485,0.06404443546201893,21,1,-0.03890380933868067
2.0,0.075,yes,49,49,0,-6.499679079432429,25.10999999999999,515.1100000000001,-0.012618040961022748,18,7.413714225896371,0.03917211363149303,15,21.738511456575967,0.1380573571483295,16,-35.65190476190476,-0.21172222080827102,15,2,-0.21172222080827102
0.25,0.01,no,69,0,69,-15.528032077409726,23.36,713.3600000000002,-0.02176745553074145,25,-27.939844092912516,-0.10834436207892242,19,16.537793975928505,0.08408905260552453,25,-4.125981960425707,-0.01594212727647969,19,1,-0.10834436207892242
0.0,0.01,both,79,68,11,-19.809311451381582,26.999999999999982,817.0000000000003,-0.024246403245265086,27,-17.73667482831417,-0.06341547723663402,22,-24.85025825844756,-0.1092799395710095,30,22.777621635380136,0.07349753681836706,22,1,-0.1092799395710095
0.0,0.04,both,79,59,20,-26.45568665602481,26.809999999999988,816.8100000000003,-0.032389033748392894,27,-51.665109871903255,-0.18498732454403394,22,-4.149009782254186,-0.018251043778886145,30,29.358432998132628,0.0946466133599814,22,1,-0.18498732454403394
0.25,0.04,both,79,59,20,-26.45568665602481,26.809999999999988,816.8100000000003,-0.032389033748392894,27,-51.665109871903255,-0.18498732454403394,22,-4.149009782254186,-0.018251043778886145,30,29.358432998132628,0.0946466133599814,22,1,-0.18498732454403394
1.0,0.01,both,78,58,20,-43.060455857147005,28.169999999999984,808.1700000000003,-0.053281433185031604,27,-60.899300242445435,-0.21760630401788544,21,-29.260376933506894,-0.13472869018098765,30,47.099221318805306,0.15138116323982032,21,1,-0.21760630401788544
0.5,0.01,both,79,60,19,-48.52858066105805,26.58999999999999,816.5900000000001,-0.05942833081602523,27,-52.24981697865317,-0.18708757153628314,22,-26.074270587023197,-0.11477361821913548,30,29.7955069046183,0.09607424920071679,22,1,-0.18708757153628314
0.5,0.02,both,79,60,19,-48.52858066105805,26.58999999999999,816.5900000000001,-0.05942833081602523,27,-52.24981697865317,-0.18708757153628314,22,-26.074270587023197,-0.11477361821913548,30,29.7955069046183,0.09607424920071679,22,1,-0.18708757153628314
0.5,0.03,both,79,60,19,-48.52858066105805,26.58999999999999,816.5900000000001,-0.05942833081602523,27,-52.24981697865317,-0.18708757153628314,22,-26.074270587023197,-0.11477361821913548,30,29.7955069046183,0.09607424920071679,22,1,-0.18708757153628314
0.5,0.04,both,79,60,19,-48.59858066105807,26.65999999999999,816.6600000000002,-0.05950895190294377,27,-52.29981697865317,-0.1872330826572626,22,-26.074270587023197,-0.11477361821913548,30,29.775506904618297,0.09600356893315588,22,1,-0.1872330826572626
1.5,0.01,both,70,42,28,-52.286263814178845,31.779999999999987,731.7800000000003,-0.07145079643359865,24,-47.18630388455911,-0.18829331159041943,21,-48.02753089418543,-0.2184062341709206,25,42.92757096456568,0.16429719444490848,21,1,-0.2184062341709206
0.0,0.05,yes,78,78,0,-76.99949824710093,27.419999999999984,807.4199999999998,-0.09536486369807652,27,-44.351004193198,-0.15875932199741552,22,-8.388385942745845,-0.03673638408840258,29,-24.260108111157088,-0.08094257343906675,22,0,-0.15875932199741552
0.25,0.05,yes,78,78,0,-76.99949824710093,27.419999999999984,807.4199999999998,-0.09536486369807652,27,-44.351004193198,-0.15875932199741552,22,-8.388385942745845,-0.03673638408840258,29,-24.260108111157088,-0.08094257343906675,22,0,-0.15875932199741552
0.5,0.05,yes,78,78,0,-77.08949824710093,27.509999999999984,807.51,-0.09546568865661222,27,-44.441004193198005,-0.15903025297261764,22,-8.388385942745845,-0.03673638408840258,29,-24.260108111157088,-0.08094257343906675,22,0,-0.15903025297261764
0.0,0.04,yes,78,78,0,-86.69622460403596,27.429999999999982,807.43,-0.10737305352047356,27,-44.41595593506215,-0.158980442175754,22,-15.411419984664388,-0.06747852351094351,29,-26.86884868430942,-0.08966444865617505,22,0,-0.158980442175754
0.25,0.04,yes,78,78,0,-86.69622460403596,27.429999999999982,807.43,-0.10737305352047356,27,-44.41595593506215,-0.158980442175754,22,-15.411419984664388,-0.06747852351094351,29,-26.86884868430942,-0.08966444865617505,22,0,-0.158980442175754
2.0,0.01,both,65,41,24,-73.41561184326079,33.58999999999998,683.5900000000004,-0.10739714133217389,22,-52.805026576204476,-0.2286822856359814,20,51.18624839062568,0.2435816521872356,23,-71.796833657682,-0.29602058900668754,20,1,-0.29602058900668754
1.5,0.05,yes,56,56,0,-63.57980666948131,26.349999999999987,586.3500000000003,-0.10843319974329543,20,-23.24723575021602,-0.11094943802899836,16,-36.341567012485626,-0.21700344546775915,20,-3.9910039067796603,-0.019063787469690275,16,0,-0.21700344546775915
0.5,0.01,yes,78,78,0,-91.6544137305357,27.199999999999985,807.2000000000002,-0.11354610224298275,27,-44.371004193198004,-0.15881954396591738,22,-23.053301426180614,-0.1010533530275747,29,-24.230108111157087,-0.08085057262890681,22,0,-0.15881954396591738
0.5,0.02,yes,78,78,0,-91.6544137305357,27.199999999999985,807.2000000000002,-0.11354610224298275,27,-44.371004193198004,-0.15881954396591738,22,-23.053301426180614,-0.1010533530275747,29,-24.230108111157087,-0.08085057262890681,22,0,-0.15881954396591738
0.5,0.03,yes,78,78,0,-91.66441373053568,27.209999999999983,807.2100000000002,-0.11355708394412317,27,-44.371004193198004,-0.15881954396591738,22,-23.06330142618062,-0.10109275631708872,29,-24.230108111157087,-0.08085057262890681,22,0,-0.15881954396591738
0.5,0.04,yes,78,78,0,-91.73441373053568,27.279999999999983,807.28,-0.11363394823423803,27,-44.441004193198005,-0.15903025297261764,22,-23.0433014261806,-0.10101394628344994,29,-24.250108111157083,-0.08091190854878742,22,0,-0.15903025297261764
1.5,0.04,yes,57,57,0,-69.64515079903592,26.969999999999985,596.9700000000003,-0.11666440658498063,20,-8.844158827139097,-0.04220548235332426,17,-46.971567012485636,-0.2637370410583135,20,-13.829424959411242,-0.06606834014624134,17,0,-0.2637370410583135
0.0,0.03,yes,79,79,0,-101.93746642641692,27.489999999999977,817.4900000000001,-0.1246956738631872,27,-45.648621574507445,-0.16339258921364253,22,-23.320522483389528,-0.10222022654242802,30,-32.96832236851994,-0.1063597198713422,22,0,-0.16339258921364253
0.25,0.03,yes,79,79,0,-101.96746642641689,27.51999999999998,817.5200000000002,-0.12472779433703991,27,-45.648621574507445,-0.16339258921364253,22,-23.310522483389523,-0.10218087267518311,30,-33.00832236851995,-0.10647502457507804,22,0,-0.16339258921364253
1.5,0.01,yes,58,58,0,-80.3251507990359,27.649999999999984,607.6500000000003,-0.1321898309866467,20,-8.844158827139097,-0.04220548235332426,17,-46.991567012485646,-0.26381971150059313,21,-24.48942495941125,-0.1113256885144615,17,0,-0.26381971150059313
1.5,0.02,yes,58,58,0,-80.3251507990359,27.649999999999984,607.6500000000003,-0.1321898309866467,20,-8.844158827139097,-0.04220548235332426,17,-46.991567012485646,-0.26381971150059313,21,-24.48942495941125,-0.1113256885144615,17,0,-0.26381971150059313
1.5,0.03,yes,58,58,0,-80.33515079903594,27.659999999999986,607.6600000000003,-0.1322041121664021,20,-8.844158827139097,-0.04220548235332426,17,-46.991567012485646,-0.26381971150059313,21,-24.499424959411247,-0.11136608463753461,17,0,-0.26381971150059313
0.25,0.01,yes,79,79,0,-108.39097291992339,27.449999999999978,817.4500000000002,-0.13259645595439887,27,-45.63862157450745,-0.16336264299855907,22,-29.744028976896015,-0.13041622737271896,30,-33.00832236851995,-0.10647502457507804,22,0,-0.16336264299855907
0.25,0.02,yes,79,79,0,-108.40097291992338,27.45999999999998,817.4600000000002,-0.13260706691449534,27,-45.648621574507445,-0.16339258921364253,22,-29.744028976896015,-0.13041622737271896,30,-33.00832236851995,-0.10647502457507804,22,0,-0.16339258921364253
0.0,0.02,yes,79,79,0,-111.91908866926047,27.529999999999983,817.5300000000003,-0.13689906018037312,27,-51.75893229640341,-0.18494580253127776,22,-24.470339649494548,-0.10743914493104384,30,-35.68981672336256,-0.1151618751358864,22,0,-0.18494580253127776
0.0,0.01,yes,79,79,0,-119.723754020886,27.329999999999984,817.3300000000003,-0.1464815362471535,27,-52.19138090242987,-0.18649103445447676,22,-25.090258258447562,-0.11021902239697576,30,-42.44211486000853,-0.13698516883454967,22,0,-0.18649103445447676
0.0,0.1,yes,51,51,0,-100.46585798515454,21.79,531.7900000000002,-0.18892017146835124,16,-53.84586098562092,-0.3228169123838185,15,-8.923025134069931,-0.05689616230357668,20,-37.69697186546372,-0.18109613694016005,15,0,-0.3228169123838185
0.25,0.1,yes,51,51,0,-100.46585798515454,21.79,531.7900000000002,-0.18892017146835124,16,-53.84586098562092,-0.3228169123838185,15,-8.923025134069931,-0.05689616230357668,20,-37.69697186546372,-0.18109613694016005,15,0,-0.3228169123838185
0.5,0.1,yes,51,51,0,-100.46585798515454,21.79,531.7900000000002,-0.18892017146835124,16,-53.84586098562092,-0.3228169123838185,15,-8.923025134069931,-0.05689616230357668,20,-37.69697186546372,-0.18109613694016005,15,0,-0.3228169123838185
1.0,0.1,yes,51,51,0,-100.46585798515454,21.79,531.7900000000002,-0.18892017146835124,16,-53.84586098562092,-0.3228169123838185,15,-8.923025134069931,-0.05689616230357668,20,-37.69697186546372,-0.18109613694016005,15,0,-0.3228169123838185
2.0,0.1,yes,42,42,0,-85.46787282336763,20.45,440.45000000000016,-0.19404670864653786,15,-44.336419305134456,-0.2820741780451359,14,4.1634199134198955,0.028322584445033303,13,-45.29487343165309,-0.33239064674288604,13,1,-0.33239064674288604
1.5,0.1,yes,48,48,0,-101.04508875438529,21.599999999999998,501.60000000000014,-0.2014455517431923,16,-54.07586098562092,-0.32374939223864535,15,-9.25302513406993,-0.05887646432979085,17,-37.71620263469449,-0.21259344250433732,15,0,-0.32374939223864535
0.0,0.15,yes,28,28,0,-73.12119377797346,13.750000000000002,293.75000000000006,-0.2489232128611862,13,-55.574483821263485,-0.4081557272419469,7,-7.472683982683996,-0.1016830042547829,8,-10.07402597402597,-0.11978627793134329,7,0,-0.4081557272419469
0.25,0.15,yes,28,28,0,-73.12119377797346,13.750000000000002,293.75000000000006,-0.2489232128611862,13,-55.574483821263485,-0.4081557272419469,7,-7.472683982683996,-0.1016830042547829,8,-10.07402597402597,-0.11978627793134329,7,0,-0.4081557272419469
0.5,0.15,yes,28,28,0,-73.12119377797346,13.750000000000002,293.75000000000006,-0.2489232128611862,13,-55.574483821263485,-0.4081557272419469,7,-7.472683982683996,-0.1016830042547829,8,-10.07402597402597,-0.11978627793134329,7,0,-0.4081557272419469
1.0,0.15,yes,28,28,0,-73.12119377797346,13.750000000000002,293.75000000000006,-0.2489232128611862,13,-55.574483821263485,-0.4081557272419469,7,-7.472683982683996,-0.1016830042547829,8,-10.07402597402597,-0.11978627793134329,7,0,-0.4081557272419469
1.5,0.15,yes,28,28,0,-73.12119377797346,13.750000000000002,293.75000000000006,-0.2489232128611862,13,-55.574483821263485,-0.4081557272419469,7,-7.472683982683996,-0.1016830042547829,8,-10.07402597402597,-0.11978627793134329,7,0,-0.4081557272419469
2.0,0.15,yes,28,28,0,-73.12119377797346,13.750000000000002,293.75000000000006,-0.2489232128611862,13,-55.574483821263485,-0.4081557272419469,7,-7.472683982683996,-0.1016830042547829,8,-10.07402597402597,-0.11978627793134329,7,0,-0.4081557272419469
