inning_topbot_after,delta_inning,delta_outs,delta_score_diff,delta_runner_on_first,delta_runner_on_second,delta_runner_on_third,count_reset,transitions,mean,std,median,minimum,maximum,positive_rate
1.0,0,0,1,-1.0,1.0,-1.0,False,17,0.0955205719096813,0.05745260700360066,0.09851819264518413,0.0,0.16972350867558822,0.8823529411764706
1.0,0,1,1,-1.0,1.0,-1.0,True,17,0.07288724903322508,0.07509607165801867,0.0659896313349089,-0.006671571012746735,0.19585987264633392,0.6470588235294118
0.0,0,0,-2,0.0,0.0,-1.0,False,16,0.1677071482064973,0.12361555655296234,0.20700999744835946,-0.0,0.32797934008871077,0.875
1.0,0,0,1,-1.0,0.0,1.0,False,16,0.10855845425286956,0.04830012196678972,0.11847753580209501,0.0,0.18036765970481505,0.9375
1.0,0,1,1,0.0,-1.0,0.0,False,16,0.054541844237970344,0.04762332962257394,0.05402198255942303,-0.006625402778099199,0.15357843389916054,0.8125
0.0,0,0,-1,-1.0,0.0,1.0,False,15,0.0850608911619322,0.061848772169086526,0.0900235134595464,-0.0,0.19514917896702932,0.8
1.0,0,-1,0,-1.0,-1.0,-1.0,True,15,0.03749562070142242,0.023407271119351886,0.040532444529577605,0.004368068665413241,0.0785933856624868,1.0
1.0,0,0,3,0.0,-1.0,-1.0,True,15,0.1126495682393303,0.11392502315437501,0.08562760401014669,0.0,0.3799383559976208,0.8
0.0,0,0,-2,-1.0,1.0,-1.0,True,14,0.16168621085212173,0.1347069531237473,0.18501242978865917,-0.0,0.3524309378255325,0.7857142857142857
0.0,1,-1,0,-1.0,-1.0,-1.0,True,14,0.03710098583861869,0.020676120976745937,0.03808636108470148,0.005953634021225729,0.07670167719678556,1.0
0.0,1,-2,0,-1.0,-1.0,-1.0,False,14,0.027819352972200565,0.018480576961265316,0.02241641195246892,0.0017646212459916655,0.06571703064490297,1.0
1.0,0,0,2,0.0,0.0,-1.0,False,14,0.14493374981242518,0.10673409096517557,0.17391914853444568,0.0,0.3243956819521919,0.7857142857142857
1.0,0,0,1,0.0,-1.0,1.0,False,13,0.07981336102571662,0.07097122503118229,0.08159496485981346,0.0,0.1983100689531722,0.6923076923076923
0.0,0,1,0,0.0,1.0,-1.0,True,12,-0.010799754273810755,0.010112790374135221,-0.009488573615859697,-0.02396944334723372,-0.0,0.0
0.0,0,0,-1,0.0,-1.0,0.0,False,12,0.08229502590712534,0.05367459510907602,0.07555147861775169,-0.0,0.19514917896702932,0.8333333333333334
0.0,0,1,0,0.0,-1.0,0.0,False,12,-0.013605546251268872,0.008888184802023255,-0.01099507233059055,-0.023898243567883393,-0.0,0.0
0.0,0,1,0,1.0,-1.0,0.0,True,12,-0.009273890037904362,0.007843909878241516,-0.008790447207240426,-0.02298356241595123,-0.0,0.0
1.0,0,-2,0,0.0,1.0,0.0,True,12,0.024769417070474833,0.017500720478046475,0.018165299175097488,-0.0002704891219924982,0.0538180610069704,0.9166666666666666
1.0,0,1,0,0.0,-1.0,0.0,False,11,-0.009750927256602992,0.007663438419547718,-0.006789839154204613,-0.02072955936328358,0.0,0.0
0.0,0,0,-3,-1.0,-1.0,0.0,False,11,0.22005645847958852,0.15196479897520732,0.20697374188779016,-0.0,0.39369706789220293,0.9090909090909091
1.0,0,1,0,0.0,1.0,-1.0,True,11,-0.0098161244969953,0.010101252112801072,-0.007497730293754334,-0.02170342139870779,0.0,0.0
1.0,0,0,2,-1.0,-1.0,1.0,True,11,0.13034374616048205,0.14311000306676375,0.08562760401014669,0.0,0.3750599674565794,0.7272727272727273
1.0,0,2,1,-1.0,0.0,-1.0,True,11,0.07413045281101836,0.06277002351674581,0.06045749126842748,-0.005789736019364167,0.17135327752033036,0.7272727272727273
0.0,1,-1,0,-1.0,-1.0,0.0,False,10,0.0327123636425421,0.02160334776568959,0.03523181322231597,0.005159692221445189,0.06278293933639034,1.0
0.0,0,2,0,0.0,-1.0,0.0,True,10,-0.011779953720263314,0.00640876617798511,-0.01166452987180977,-0.02330526447129233,-0.0047906806967364934,0.0
0.0,0,0,-2,-1.0,-1.0,1.0,True,10,0.08185145683558263,0.09454499170593667,0.033024617409560364,-0.0,0.2246444017611282,0.7
1.0,0,-2,0,-1.0,1.0,-1.0,True,10,0.06190984306690729,0.015554543224709866,0.07089749139662571,0.037114101939392075,0.07573617057381188,1.0
1.0,0,0,1,0.0,-1.0,0.0,False,10,0.07701855493833394,0.05988269291008149,0.07414755794963294,0.0,0.18821365464817735,0.9
1.0,0,-2,0,0.0,1.0,-1.0,True,10,0.05149474614123443,0.027896811565417304,0.07021974303817796,0.001697135481994294,0.07573617057381188,1.0
0.0,0,0,-1,0.0,0.0,-1.0,False,9,0.0699004715044037,0.06429418731427741,0.060977680955163094,-0.0,0.1837362074875043,0.7777777777777778
1.0,0,-2,0,-1.0,1.0,0.0,True,9,0.044035199121559426,0.021636609323898198,0.037114101939392075,0.017989538500305186,0.07447727770237045,1.0
1.0,0,0,1,0.0,0.0,-1.0,False,9,0.0651172246981485,0.06292795925510068,0.05841421087055809,0.0,0.21222860935668464,0.8888888888888888
0.0,0,1,0,0.0,1.0,-1.0,False,8,-0.011788671115025115,0.010294879661438392,-0.009124971494928635,-0.02382797223557409,-0.0,0.0
1.0,0,1,0,1.0,0.0,-1.0,True,8,-0.014275963828633637,0.005574940021914704,-0.013289261399828223,-0.02170127876721828,-0.005817298607312504,0.0
1.0,0,0,4,-1.0,-1.0,-1.0,False,8,0.16427909789528747,0.1953015703718889,0.09480726261325395,0.0,0.5629785918295425,0.75
0.0,0,1,-1,-1.0,1.0,-1.0,False,8,0.07358655638626506,0.05746825488596873,0.07397687775518152,-0.005406614207738136,0.15895961457416274,0.875
1.0,0,2,0,-1.0,-1.0,1.0,False,8,-0.011164605763334308,0.006709393215248337,-0.009076467527190657,-0.021303509953482846,-0.004546949505543976,0.0
1.0,0,1,0,0.0,1.0,-1.0,False,8,-0.0133911238803762,0.00789192334030252,-0.014570301420209014,-0.020722241335717984,0.0,0.0
1.0,0,-1,0,-1.0,0.0,-1.0,False,7,0.03203149063064997,0.010174042465740439,0.03224490026797225,0.017977910306809175,0.0448980594043511,1.0
1.0,0,0,2,-1.0,1.0,-1.0,True,7,0.23317608545254329,0.08830053824607359,0.228482434447434,0.07667749968185211,0.354223345396649,1.0
0.0,1,-2,0,-1.0,1.0,0.0,True,7,0.07474509423523878,0.0018132008826609361,0.0744743568478311,0.07278903175084495,0.07860863653601535,1.0
1.0,0,2,1,-1.0,-1.0,0.0,True,7,0.04365374414851946,0.04833567909389591,0.06540114848781522,-0.006179812566418835,0.10911887056986802,0.5714285714285714
0.0,1,-1,0,0.0,-1.0,0.0,True,7,0.05144522483658255,0.02111898103843317,0.05219697614866958,0.00828990082268663,0.0737498203933265,1.0
0.0,0,2,0,-1.0,-1.0,1.0,False,7,-0.01877538123519546,0.00572859877600538,-0.023196117598344834,-0.02359847182314967,-0.011539060803720358,0.0
1.0,0,1,1,-1.0,0.0,0.0,False,7,0.06495800965575917,0.07253064857628677,0.05554835196931762,-0.00598043333182563,0.18956880800558584,0.7142857142857143
1.0,0,0,3,-1.0,0.0,-1.0,False,6,0.17929417763479052,0.1609279811511314,0.12522061301689036,0.0,0.38465025867958724,0.8333333333333334
0.0,0,1,0,1.0,-1.0,0.0,False,6,-0.008760301397147952,0.010420666160438425,-0.005058345827285038,-0.021588128108437576,-0.0,0.0
0.0,0,2,-1,-1.0,-1.0,0.0,True,6,0.07792571061453506,0.07205442176547741,0.09070580736012629,-0.006013440383067281,0.17803955378427727,0.6666666666666666
1.0,0,2,0,0.0,-1.0,0.0,True,6,-0.014897172241321829,0.007053024646825635,-0.01723768633767153,-0.0212000763832334,-0.005852593890053104,0.0
0.0,1,-1,0,-1.0,0.0,-1.0,False,6,0.04545377208875959,0.02895157247445451,0.046230749998261045,0.005180895952095324,0.09299660345336247,1.0
0.0,1,-1,0,-1.0,-1.0,-1.0,False,6,0.05482934048872703,0.023043085803514503,0.05857469969749013,0.02812516528150058,0.08055583906544272,1.0
1.0,0,0,2,-1.0,-1.0,1.0,False,5,0.2069868755996787,0.12116840444630796,0.2356737453414317,0.019244177331067647,0.31458661137663857,1.0
0.0,0,1,0,1.0,0.0,-1.0,True,5,-0.013090754655490056,0.010365552678847204,-0.011428663470861022,-0.02382797223557409,-0.0,0.0
1.0,0,-1,0,-1.0,-1.0,-1.0,False,5,0.03448652328830304,0.027033115512862974,0.04165493310459023,0.007745954918003395,0.07158948238218216,1.0
1.0,0,1,0,1.0,-1.0,0.0,False,5,-0.004184117527403691,0.003903825338167129,-0.005697209111400592,-0.007894344506125944,0.0,0.0
1.0,0,0,2,1.0,-1.0,-1.0,False,5,0.17822437432315924,0.057361841834979554,0.18264492447228486,0.08979727280337357,0.23887620441320329,1.0
0.0,0,0,-3,-1.0,0.0,-1.0,False,5,0.19418702292851373,0.22459355787060384,0.10039820699885438,-0.0,0.46091031962346685,0.6
0.0,0,0,-3,0.0,-1.0,-1.0,False,4,0.24681394014709424,0.18111743487810283,0.2916787725887941,-0.0,0.40389821541078874,0.75
1.0,0,1,0,0.0,0.0,-1.0,False,4,-0.01377120675584767,0.004668430386879982,-0.01181315738212152,-0.02072955936328358,-0.010728952895864063,0.0
1.0,0,-2,-2,-1.0,-1.0,-1.0,True,4,-0.1284465271371713,0.14274901724351713,-0.10876389387588248,-0.2958784163368287,-0.0003799044600915902,0.0
0.0,0,0,-4,-1.0,-1.0,-1.0,False,4,0.32512100140161526,0.10568056583401068,0.34918913782731903,0.1857014930654003,0.4164042368864228,1.0
0.0,0,1,-2,0.0,-1.0,-1.0,True,4,0.21013602388390087,0.1411835661797498,0.24059009256306524,0.019045659844184715,0.3403182505652883,1.0
0.0,0,1,-1,-1.0,0.0,0.0,False,4,0.0974878604753229,0.0760981638450866,0.10525781654856697,-0.0,0.17943580880415766,0.75
0.0,0,0,-2,1.0,-1.0,-1.0,False,4,0.2011336635043723,0.12362487082324922,0.24090324005421987,0.024844811400823508,0.297883362508226,1.0
0.0,0,1,0,1.0,0.0,-1.0,False,4,-0.01453500948240738,0.011402303541683253,-0.01716900592417686,-0.023802026081275796,-0.0,0.0
0.0,0,0,-2,-1.0,1.0,-1.0,False,4,0.05616573181623555,0.1123314636324711,-0.0,-0.0,0.2246629272649422,0.25
1.0,0,-2,-1,-1.0,-1.0,0.0,True,4,-0.095795901571293,0.02109833202046012,-0.0919714552252282,-0.1247535973551539,-0.07448709847956167,0.0
0.0,1,-1,0,0.0,0.0,-1.0,True,3,0.03967781674329546,0.004862028175725417,0.041432601085690635,0.034181997684583965,0.043418851459611774,1.0
0.0,0,1,-1,-1.0,-1.0,1.0,True,3,0.0977619995549871,0.025114045143181,0.11036310237107605,0.06884233191050448,0.11408056438338077,1.0
1.0,0,2,1,-1.0,0.0,-1.0,False,3,0.06546873113341456,0.061140882346491066,0.09454013136958395,-0.004783642973152258,0.10664970500381199,0.6666666666666666
0.0,0,2,-1,-1.0,0.0,-1.0,False,3,0.09494399677264691,0.05434963898177419,0.06707062578038359,0.06018581960756009,0.15757554492999704,1.0
0.0,1,-2,0,0.0,1.0,0.0,False,3,0.07372798418905428,0.0008590083813430215,0.07392056396848679,0.07278903175084495,0.0744743568478311,1.0
0.0,1,-2,1,-1.0,-1.0,0.0,True,3,-0.05659501798747237,0.03927928412595025,-0.04818206975933559,-0.09939914602027194,-0.022203838182809577,0.0
0.0,0,0,-2,-1.0,-1.0,1.0,False,3,0.13782246101057397,0.16288083470832598,0.09590096509436297,-0.0,0.31756641793735896,0.6666666666666666
0.0,1,-2,0,-1.0,1.0,-1.0,True,3,0.07585245007722585,0.002386927490878379,0.0744743568478311,0.0744743568478311,0.07860863653601535,1.0
1.0,0,-2,-1,-1.0,-1.0,-1.0,True,3,-0.10297499977128739,0.027077588817927385,-0.09671560882218405,-0.13263412861525836,-0.07957526187641975,0.0
1.0,0,-2,0,-1.0,1.0,0.0,False,3,0.0368640673213936,0.02838406682655575,0.02270914743456079,0.01834105984988979,0.06954199467973021,1.0
0.0,0,2,-1,-1.0,0.0,-1.0,True,2,-0.005039089837302613,0.0005641327835940023,-0.005039089837302613,-0.005437991954071575,-0.004640187720533651,0.0
1.0,0,1,0,-1.0,1.0,-1.0,False,2,-0.010718608199751511,0.00234947454180777,-0.010718608199751511,-0.012379937580488942,-0.00905727881901408,0.0
1.0,0,2,0,0.0,0.0,0.0,True,2,-0.013018586570003349,0.01164596892004429,-0.013018586570003349,-0.02125353016685444,-0.004783642973152258,0.0
1.0,0,-1,0,0.0,-1.0,0.0,True,2,0.02781219020145851,0.03200548326150565,0.02781219020145851,0.005180895952095324,0.050443484450821696,1.0
1.0,0,0,3,0.0,-1.0,-1.0,False,2,0.2090096687518292,0.29558430821594495,0.2090096687518292,0.0,0.4180193375036584,0.5
0.0,0,1,-1,1.0,-1.0,-1.0,False,2,0.10587415565662461,0.026288733771842304,0.10587415565662461,0.08728521373774711,0.12446309757550211,1.0
0.0,0,1,-1,1.0,-1.0,-1.0,True,2,0.08633315316272061,0.12969243551542586,0.08633315316272061,-0.00537324745883605,0.17803955378427727,0.5
1.0,0,2,0,0.0,-1.0,0.0,False,2,-0.0065025093114398635,0.0011422821019347069,-0.0065025093114398635,-0.007310224731745918,-0.005694793891133809,0.0
0.0,0,1,0,-1.0,1.0,-1.0,False,2,-0.012619414757021497,0.000899718746369507,-0.012619414757021497,-0.013255611983740034,-0.011983217530302959,0.0
1.0,0,0,2,1.0,0.0,-1.0,True,2,0.14860290819291505,0.21015624817450437,0.14860290819291505,0.0,0.2972058163858301,0.5
0.0,0,1,0,0.0,1.0,0.0,True,2,0.0,0.0,-0.0,-0.0,-0.0,0.0
1.0,0,-2,-1,0.0,-1.0,0.0,True,2,-0.05144141862187043,0.03786653976172405,-0.05144141862187043,-0.07821710566745554,-0.02466573157628532,0.0
0.0,1,-1,0,0.0,-1.0,0.0,False,2,0.06339991864689382,0.022541692011269914,0.06339991864689382,0.047460535366306233,0.0793393019274814,1.0
1.0,0,1,1,-1.0,1.0,-1.0,False,2,0.03909491714862329,0.0636260576779831,0.03909491714862329,-0.005895499695644957,0.08408533399289153,0.5
0.0,1,-2,1,0.0,-1.0,0.0,False,2,-0.04972076449315148,0.07537298556054023,-0.04972076449315148,-0.1030175137012852,0.0035759847149822444,0.5
0.0,1,-2,0,0.0,1.0,-1.0,True,2,0.07626460025225107,0.003314967903194079,0.07626460025225107,0.07392056396848679,0.07860863653601535,1.0
0.0,1,-1,0,0.0,-1.0,-1.0,True,2,0.010414071433798633,0.0061699673662268415,0.010414071433798633,0.006051245669439931,0.014776897198157335,1.0
0.0,1,-2,2,-1.0,-1.0,0.0,False,2,-0.2197437134003449,0.07209298438803657,-0.2197437134003449,-0.27072115153710147,-0.16876627526358834,0.0
0.0,1,-2,1,0.0,0.0,-1.0,True,2,-0.08644289322505677,0.028854614787072266,-0.08644289322505677,-0.1068461870095212,-0.06603959944059234,0.0
1.0,0,-2,-1,0.0,-1.0,-1.0,True,2,-0.08791432147680699,0.04971713781521126,-0.08791432147680699,-0.123069646767129,-0.05275899618648497,0.0
1.0,0,-2,-1,-1.0,0.0,0.0,True,2,-0.09758035316537562,0.026219991404442654,-0.09758035316537562,-0.11612068689011001,-0.07904001944064123,0.0
0.0,1,-2,0,-1.0,1.0,-1.0,False,2,0.07569883414343015,0.004115082007419676,0.07569883414343015,0.07278903175084495,0.07860863653601535,1.0
1.0,0,0,2,-1.0,1.0,-1.0,False,2,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0,1,2,-1.0,-1.0,0.0,True,1,0.20218562977486487,,0.20218562977486487,0.20218562977486487,0.20218562977486487,1.0
1.0,0,1,2,-1.0,-1.0,0.0,False,1,0.01683232683033098,,0.01683232683033098,0.01683232683033098,0.01683232683033098,1.0
1.0,0,1,0,1.0,0.0,0.0,True,1,-0.009543976070384486,,-0.009543976070384486,-0.009543976070384486,-0.009543976070384486,0.0
1.0,0,1,2,0.0,-1.0,-1.0,False,1,0.1447919350467417,,0.1447919350467417,0.1447919350467417,0.1447919350467417,1.0
1.0,0,2,0,0.0,0.0,-1.0,False,1,-0.02040149169307659,,-0.02040149169307659,-0.02040149169307659,-0.02040149169307659,0.0
1.0,0,1,0,0.0,1.0,0.0,True,1,0.0,,0.0,0.0,0.0,0.0
1.0,0,1,0,0.0,0.0,1.0,False,1,0.0,,0.0,0.0,0.0,0.0
1.0,0,2,0,0.0,0.0,-1.0,True,1,-0.02170127876721828,,-0.02170127876721828,-0.02170127876721828,-0.02170127876721828,0.0
1.0,0,1,2,-1.0,0.0,-1.0,True,1,0.0647702878172175,,0.0647702878172175,0.0647702878172175,0.0647702878172175,1.0
1.0,0,2,1,-1.0,-1.0,0.0,False,1,-0.006051767096815097,,-0.006051767096815097,-0.006051767096815097,-0.006051767096815097,0.0
1.0,0,1,2,0.0,-1.0,-1.0,True,1,0.29338653499340517,,0.29338653499340517,0.29338653499340517,0.29338653499340517,1.0
0.0,1,-1,1,0.0,-1.0,-1.0,False,1,-0.05929045642667241,,-0.05929045642667241,-0.05929045642667241,-0.05929045642667241,0.0
1.0,0,0,2,-1.0,-1.0,0.0,False,1,0.29326193930893557,,0.29326193930893557,0.29326193930893557,0.29326193930893557,1.0
1.0,0,0,1,0.0,1.0,0.0,True,1,0.09120010485721619,,0.09120010485721619,0.09120010485721619,0.09120010485721619,1.0
0.0,1,-2,0,-1.0,1.0,0.0,False,1,0.0744743568478311,,0.0744743568478311,0.0744743568478311,0.0744743568478311,1.0
0.0,1,-2,-1,0.0,0.0,0.0,True,1,0.07419113249069642,,0.07419113249069642,0.07419113249069642,0.07419113249069642,1.0
0.0,0,2,0,0.0,0.0,0.0,True,1,-0.007507884378678664,,-0.007507884378678664,-0.007507884378678664,-0.007507884378678664,0.0
0.0,0,2,-1,0.0,-1.0,-1.0,True,1,0.01920377232550008,,0.01920377232550008,0.01920377232550008,0.01920377232550008,1.0
0.0,0,2,-1,-1.0,-1.0,0.0,False,1,0.11788953506153133,,0.11788953506153133,0.11788953506153133,0.11788953506153133,1.0
0.0,0,1,0,1.0,0.0,0.0,True,1,-0.023158266893281043,,-0.023158266893281043,-0.023158266893281043,-0.023158266893281043,0.0
0.0,0,1,0,1.0,0.0,0.0,False,1,-0.015643244516889476,,-0.015643244516889476,-0.015643244516889476,-0.015643244516889476,0.0
0.0,0,1,0,0.0,0.0,-1.0,False,1,-0.008358389867803462,,-0.008358389867803462,-0.008358389867803462,-0.008358389867803462,0.0
0.0,0,1,0,-1.0,-1.0,1.0,False,1,-0.023196117598344834,,-0.023196117598344834,-0.023196117598344834,-0.023196117598344834,0.0
0.0,0,1,-1,1.0,0.0,-1.0,False,1,0.057350200240458116,,0.057350200240458116,0.057350200240458116,0.057350200240458116,1.0
0.0,0,1,-1,0.0,0.0,0.0,True,1,-0.006048819436009101,,-0.006048819436009101,-0.006048819436009101,-0.006048819436009101,0.0
0.0,0,1,-2,-1.0,0.0,-1.0,True,1,0.2664448730345912,,0.2664448730345912,0.2664448730345912,0.2664448730345912,1.0
0.0,0,1,-2,-1.0,0.0,-1.0,False,1,0.3724005072473252,,0.3724005072473252,0.3724005072473252,0.3724005072473252,1.0
0.0,0,0,0,1.0,1.0,0.0,True,1,0.0,,-0.0,-0.0,-0.0,0.0
0.0,0,0,0,1.0,0.0,1.0,False,1,0.0,,-0.0,-0.0,-0.0,0.0
0.0,0,0,-1,0.0,1.0,0.0,True,1,0.0912016064290887,,0.0912016064290887,0.0912016064290887,0.0912016064290887,1.0
0.0,0,0,-2,0.0,0.0,0.0,True,1,0.024682243144556026,,0.024682243144556026,0.024682243144556026,0.024682243144556026,1.0
0.0,1,-2,0,0.0,1.0,-1.0,False,1,0.0744743568478311,,0.0744743568478311,0.0744743568478311,0.0744743568478311,1.0
0.0,1,-2,1,-1.0,0.0,-1.0,True,1,-0.0940871967477045,,-0.0940871967477045,-0.0940871967477045,-0.0940871967477045,0.0
0.0,1,-2,1,0.0,-1.0,-1.0,True,1,-0.06728103221283033,,-0.06728103221283033,-0.06728103221283033,-0.06728103221283033,0.0
1.0,0,-2,0,0.0,1.0,-1.0,False,1,0.07089749139662571,,0.07089749139662571,0.07089749139662571,0.07089749139662571,1.0
1.0,0,0,1,0.0,0.0,1.0,True,1,0.0,,0.0,0.0,0.0,0.0
1.0,0,0,1,-1.0,-1.0,1.0,False,1,0.11726769731787279,,0.11726769731787279,0.11726769731787279,0.11726769731787279,1.0
1.0,0,-1,0,0.0,0.0,-1.0,True,1,0.004909293270391482,,0.004909293270391482,0.004909293270391482,0.004909293270391482,1.0
1.0,0,-1,0,0.0,-1.0,-1.0,True,1,0.03535951037971716,,0.03535951037971716,0.03535951037971716,0.03535951037971716,1.0
1.0,0,-1,0,0.0,-1.0,-1.0,False,1,0.043783856168230495,,0.043783856168230495,0.043783856168230495,0.043783856168230495,1.0
1.0,0,-1,0,-1.0,1.0,-1.0,True,1,0.09563540722929098,,0.09563540722929098,0.09563540722929098,0.09563540722929098,1.0
1.0,0,-1,0,-1.0,1.0,-1.0,False,1,0.09487584854090769,,0.09487584854090769,0.09487584854090769,0.09487584854090769,1.0
1.0,0,-2,-1,0.0,0.0,-1.0,True,1,-0.038526644353574446,,-0.038526644353574446,-0.038526644353574446,-0.038526644353574446,0.0
0.0,1,-2,1,0.0,-1.0,0.0,True,1,-0.0401637736324012,,-0.0401637736324012,-0.0401637736324012,-0.0401637736324012,0.0
1.0,0,-2,-1,-1.0,0.0,0.0,False,1,-0.02750798605949961,,-0.02750798605949961,-0.02750798605949961,-0.02750798605949961,0.0
1.0,0,-2,-1,-1.0,-1.0,0.0,False,1,-0.0788702722656599,,-0.0788702722656599,-0.0788702722656599,-0.0788702722656599,0.0
1.0,0,-2,-2,0.0,-1.0,-1.0,True,1,-0.016541056072939153,,-0.016541056072939153,-0.016541056072939153,-0.016541056072939153,0.0
1.0,0,-2,-2,-1.0,-1.0,-1.0,False,1,-0.1824682641043666,,-0.1824682641043666,-0.1824682641043666,-0.1824682641043666,0.0
0.0,1,-1,1,-1.0,-1.0,-1.0,True,1,-0.0016025158087678015,,-0.0016025158087678015,-0.0016025158087678015,-0.0016025158087678015,0.0
0.0,1,-1,0,-1.0,1.0,-1.0,True,1,0.09973242435463325,,0.09973242435463325,0.09973242435463325,0.09973242435463325,1.0
0.0,1,-2,2,-1.0,0.0,-1.0,True,1,-0.12497105978758194,,-0.12497105978758194,-0.12497105978758194,-0.12497105978758194,0.0
1.0,0,2,1,0.0,-1.0,-1.0,True,1,0.1381006947374212,,0.1381006947374212,0.1381006947374212,0.1381006947374212,1.0
